name,form,dose
RISPERIDONE ODT,TAB RAPDIS,0.5 MG
RISPERIDONE ODT,TAB RAPDIS,1 MG
RISPERIDONE ODT,TAB RAPDIS,3 MG
RISPERIDONE ODT,TAB RAPDIS,0.25 MG
RISPERIDONE ODT,TAB RAPDIS,2 MG
RISPERIDONE ODT,TAB RAPDIS,4 MG
RITALIN,Tablet,20 MG
RITALIN,Tablet,10 MG
RITALIN,Tablet,5 MG
RITALIN,Chewable Tablet,5 MG
RITALIN,Chewable Tablet,2.5 MG
RITALIN,Chewable Tablet,10 MG
RITALIN,Solution,5 MG/5 ML
RITALIN,Solution,10 MG/5 ML
RITALIN LA,CPBP 50-50,30 MG
RITALIN LA,CPBP 50-50,10 MG
RITALIN LA,CPBP 50-50,20 MG
RITALIN LA,CPBP 50-50,40 MG
RITALIN LA,CPBP 50-50,60 MG
RITONAVIR,Tablet,100 MG
RITUXAN,VIAL,10 MG/ML
RITUXAN HYCELA,VIAL,1400/11.7
RITUXAN HYCELA,VIAL,1600/13.4
RIVASTIGMINE,Patch,4.6MG/24HR
RIVASTIGMINE,Patch,9.5MG/24HR
RIVASTIGMINE,Patch,13.3MG/24H
RIVASTIGMINE,Capsule,1.5 MG
RIVASTIGMINE,Capsule,3 MG
RIVASTIGMINE,Capsule,6 MG
RIVASTIGMINE,Capsule,4.5 MG
RIVELSA,TBDSPK 3MO,0.15MG(84)
RIXUBIS,VIAL,250 UNIT
RIXUBIS,VIAL,500 UNIT
RIXUBIS,VIAL,1000 UNIT
RIXUBIS,VIAL,2000 UNIT
RIXUBIS,VIAL,3000 UNIT
RIZATRIPTAN,Tablet,10 MG
RIZATRIPTAN,Tablet,5 MG
RIZATRIPTAN,TAB RAPDIS,10 MG
RIZATRIPTAN,TAB RAPDIS,5 MG
ROBAFEN,Liquid,100 MG/5ML
ROBAFEN DM,Liquid,100-10MG/5
ROBAFEN DM,Liquid,50-5MG/5ML
ROBAFEN DM,Liquid,100-5 MG/5
ROBAFEN DM,SYRUP,100-10MG/5
ROBAFEN DM,Tablet,400MG-20MG
ROBAXIN,Tablet,500 MG
ROBAXIN,Tablet,750 MG
ROBAXIN,Tablet,1000 MG
ROBAXIN,VIAL,100 MG/ML
ROBINUL,Tablet,1 MG
ROBINUL,Tablet,2 MG
ROBINUL,Tablet,1.5 MG
ROBINUL,Solution,1 MG/5 ML
ROBINUL,VIAL,0.2 MG/ML
ROBINUL,Syringe,1 MG/5 ML
ROBINUL,Syringe,0.6MG/3ML
ROBINUL,Syringe,0.4MG/2ML
ROBINUL,Syringe,0.2 MG/ML
ROBINUL FORTE,Tablet,1 MG
ROBINUL FORTE,Tablet,2 MG
ROBINUL FORTE,Tablet,1.5 MG
ROBINUL FORTE,Solution,1 MG/5 ML
ROBINUL FORTE,VIAL,0.2 MG/ML
ROBINUL FORTE,Syringe,1 MG/5 ML
ROBINUL FORTE,Syringe,0.6MG/3ML
ROBINUL FORTE,Syringe,0.4MG/2ML
ROBINUL FORTE,Syringe,0.2 MG/ML
ROBITUSSIN COUGH & COLD CF,Liquid,50-5-2.5/5
ROCALTROL,Capsule,0.25 MCG
ROCALTROL,Capsule,0.5 MCG
ROCALTROL,Solution,1 MCG/ML
ROCALTROL,Ointment,3 MCG/G
ROCALTROL,AMPUL,1 MCG/ML
ROCKLATAN,Drops,0.02-0.005
ROCURONIUM BROMIDE,VIAL,10 MG/ML
ROCURONIUM BROMIDE,Syringe,50 MG/5 ML
ROCURONIUM BROMIDE,Syringe,100MG/10ML
ROCURONIUM BROMIDE,Syringe,75MG/7.5ML
ROFLUMILAST,Tablet,500 MCG
ROFLUMILAST,Tablet,250 MCG
ROGAINE,Tablet,2.5 MG
ROGAINE,Tablet,10 MG
ROGAINE,Solution,5 %
ROGAINE,Solution,2 %
ROLVEDON,Syringe,13.2MG/0.6
ROMIDEPSIN,VIAL,10 MG/2 ML
ROMIDEPSIN,VIAL,27.5/5.5ML
ROPINIROLE ER,Tablet ER 24H,2 MG
ROPINIROLE ER,Tablet ER 24H,4 MG
ROPINIROLE ER,Tablet ER 24H,8 MG
ROPINIROLE ER,Tablet ER 24H,6 MG
ROPINIROLE ER,Tablet ER 24H,12 MG
ROPINIROLE HCL,Tablet,1 MG
ROPINIROLE HCL,Tablet,0.5 MG
ROPINIROLE HCL,Tablet,2 MG
ROPINIROLE HCL,Tablet,0.25 MG
ROPINIROLE HCL,Tablet,4 MG
ROPINIROLE HCL,Tablet,3 MG
ROPINIROLE HCL,Tablet,5 MG
ROPIVACAINE HCL,VIAL,5 MG/ML
ROPIVACAINE HCL,VIAL,2 MG/ML
ROPIVACAINE HCL,VIAL,10 MG/ML
ROPIVACAINE HCL,VIAL,7.5 MG/ML
ROPIVACAINE HCL,INFUS. BTL,2 MG/ML
ROPIVACAINE HCL,PLAST. BAG,2 MG/ML
ROPIVACAINE HCL,PLAST. BAG,5 MG/ML
ROPIVACAINE HCL,Syringe,100MG/20ML
ROSADAN,Gel,0.75 %
ROSADAN,Cream (g),0.75 %
ROSADAN,KIT CL-CRM,0.75 %
ROSADAN,KIT CL-GEL,0.75 %
ROSULA,MED. PAD,10 %-5 %
ROSULA,CLEANSER,10 %-4.5 %
ROSUVASTATIN CALCIUM,Tablet,10 MG
ROSUVASTATIN CALCIUM,Tablet,5 MG
ROSUVASTATIN CALCIUM,Tablet,20 MG
ROSUVASTATIN CALCIUM,Tablet,40 MG
ROSUVASTATIN-EZETIMIBE,Tablet,10 MG-20MG
ROSUVASTATIN-EZETIMIBE,Tablet,10 MG-10MG
ROSUVASTATIN-EZETIMIBE,Tablet,10 MG-40MG
ROSUVASTATIN-EZETIMIBE,Tablet,10 MG-5 MG
ROSZET,Tablet,10 MG-20MG
ROSZET,Tablet,10 MG-10MG
ROSZET,Tablet,10 MG-40MG
ROSZET,Tablet,10 MG-5 MG
ROTARIX,Oral Suspension,10E6/ML
ROTATEQ,Solution,2 ML
ROWASA,TABLET DR,1.2 G
ROWASA,TABLET DR,800 MG
ROWASA,SUPP.RECT,1000 MG
ROWASA,ENEMA,4 G/60 ML
ROWASA,ENEMA KIT,4 G/60 ML
ROWEEPRA,Tablet,500 MG
ROWEEPRA,Tablet,750 MG
ROWEEPRA,Tablet,1000 MG
ROWEEPRA XR,Tablet ER 24H,500 MG
ROWEEPRA XR,Tablet ER 24H,750 MG
ROXICODONE,Tablet,5 MG
ROXICODONE,Tablet,10 MG
ROXICODONE,Tablet,15 MG
ROXICODONE,Tablet,30 MG
ROXICODONE,Tablet,20 MG
ROXICODONE,Capsule,5 MG
ROXICODONE,Solution,5 MG/5 ML
ROXICODONE,ORAL CONC,20 MG/ML
ROXICODONE,Syringe,10MG/0.5ML
ROXYBOND,TABLET ORL,5 MG
ROXYBOND,TABLET ORL,15 MG
ROXYBOND,TABLET ORL,30 MG
ROZEREM,Tablet,8 MG
ROZLYTREK,Capsule,100 MG
ROZLYTREK,Capsule,200 MG
RUBRACA,Tablet,250 MG
RUBRACA,Tablet,200 MG
RUBRACA,Tablet,300 MG
RUCONEST,VIAL,2100 UNIT
RUFINAMIDE,Tablet,200 MG
RUFINAMIDE,Tablet,400 MG
RUFINAMIDE,Oral Suspension,40 MG/ML
RUKOBIA,Tablet ER 12H,600 MG
RUXIENCE,VIAL,10 MG/ML
RYALTRIS,SPRAY/PUMP,665-25 MCG
RYANODEX,VIAL,250 MG
RYBELSUS,Tablet,7 MG
RYBELSUS,Tablet,3 MG
RYBELSUS,Tablet,14 MG
RYBREVANT,VIAL,350 MG/7ML
RYCLORA,Solution,2 MG/5 ML
RYCONTUSS,Liquid,2-5-10MG/5
RYDAPT,Capsule,25 MG
RYLAZE,VIAL,10MG/0.5ML
RYPLAZIM,VIAL,68.8 MG
RYTARY,Capsule ER,36.25-145
RYTARY,Capsule ER,48.75-195
RYTARY,Capsule ER,23.75-95MG
RYTARY,Capsule ER,61.25-245
RYTHMOL SR,Capsule ER 12H,225 MG
RYTHMOL SR,Capsule ER 12H,325 MG
RYTHMOL SR,Capsule ER 12H,425 MG
RYVENT,Tablet,4 MG
RYVENT,Tablet,6 MG
RYVENT,Liquid,4 MG/5 ML
S2 RACEPINEPHRINE,VIAL-NEB,2.25 %
SABRIL,POWD PACK,500 MG
SABRIL,Tablet,500 MG
SAFETUSSIN DM,Liquid,100-10MG/5
SAFYRAL,Tablet,3-0.02(24)
SAFYRAL,Tablet,3-0.03(21)
SAIZEN,VIAL,5 MG
SAIZEN,VIAL,8.8 MG
SAIZEN-SAIZENPREP,CARTRIDGE,8.8MG/1.51
SAJAZIR,Syringe,30 MG/3 ML
SAL-PLANT,Gel,17 %
SALAGEN,Tablet,5 MG
SALAGEN,Tablet,7.5 MG
SALAGEN,Drops,2 %
SALAGEN,Drops,1 %
SALAGEN,Drops,4 %
SALICYLIC ACID,Shampoo,6 %
SALICYLIC ACID,Liquid,26 %
SALICYLIC ACID,LIQ-FILM,27.5 %
SALICYLIC ACID,Ointment,3 %
SALICYLIC ACID,Gel,6 %
SALICYLIC ACID,Lotion,6 %
SALICYLIC ACID,Cream (g),6 %
SALICYLIC ACID,Foam,6 %
SALICYLIC ACID,Cream,6 %
SALICYLIC ACID,KIT CLCMER,6 %
SALICYLIC ACID,LOTION ER,6 %
SALICYLIC ACID ER,SOL-FILMER,28.5 %
SALIMEZ,Shampoo,6 %
SALIMEZ,Liquid,26 %
SALIMEZ,LIQ-FILM,27.5 %
SALIMEZ,Ointment,3 %
SALIMEZ,Gel,6 %
SALIMEZ,Lotion,6 %
SALIMEZ,Cream (g),6 %
SALIMEZ,Foam,6 %
SALIMEZ,Cream,6 %
SALIMEZ,KIT CLCMER,6 %
SALIMEZ,LOTION ER,6 %
SALIMEZ FORTE,Cream (g),10 %
SALINE ENEMA,ENEMA,19G-7G/118
SALONPAS,Patch,4 %
SALONPAS,SPRAY,4 %
SALONPAS DEEP RELIEVING,Gel,15-10-3.1%
SALSALATE,Tablet,500 MG
SALSALATE,Tablet,750 MG
SALVAX,Shampoo,6 %
SALVAX,Liquid,26 %
SALVAX,LIQ-FILM,27.5 %
SALVAX,Ointment,3 %
SALVAX,Gel,6 %
SALVAX,Lotion,6 %
SALVAX,Cream (g),6 %
SALVAX,Foam,6 %
SALVAX,Cream,6 %
SALVAX,KIT CLCMER,6 %
SALVAX,LOTION ER,6 %
SAMSCA,Tablet,15 MG
SAMSCA,Tablet,30 MG
SANCUSO,Patch ,3.1MG/24HR
SANDIMMUNE,Solution,100 MG/ML
SANDIMMUNE,Capsule,100 MG
SANDIMMUNE,Capsule,25 MG
SANDIMMUNE,AMPUL,250 MG/5ML
SANDOSTATIN,VIAL,50 MCG/ML
SANDOSTATIN,VIAL,200 MCG/ML
SANDOSTATIN,VIAL,100 MCG/ML
SANDOSTATIN,VIAL,1000MCG/ML
SANDOSTATIN,VIAL,500 MCG/ML
SANDOSTATIN,Syringe,100 MCG/ML
SANDOSTATIN,Syringe,50 MCG/ML
SANDOSTATIN,Syringe,500 MCG/ML
SANDOSTATIN,AMPUL,100 MCG/ML
SANDOSTATIN,AMPUL,50 MCG/ML
SANDOSTATIN,AMPUL,500 MCG/ML
SANDOSTATIN LAR DEPOT,VIAL,20 MG
SANDOSTATIN LAR DEPOT,VIAL,30 MG
SANDOSTATIN LAR DEPOT,VIAL,10 MG
SANTYL,Ointment,250 UNIT/G
SAPHNELO,VIAL,300 MG/2ML
SAPHRIS,Subligual Tab,10 MG
SAPHRIS,Subligual Tab,5 MG
SAPHRIS,Subligual Tab,2.5 MG
SAPROPTERIN DIHYDROCHLORIDE,POWD PACK,100 MG
SAPROPTERIN DIHYDROCHLORIDE,POWD PACK,500 MG
SAPROPTERIN DIHYDROCHLORIDE,TABLET SOL,100 MG
SARCLISA,VIAL,100 MG/5ML
SARCLISA,VIAL,500MG/25ML
SARNA ORIGINAL,Lotion,0.5 %-0.5%
SAVAYSA,Tablet,60 MG
SAVAYSA,Tablet,30 MG
SAVAYSA,Tablet,15 MG
SAVELLA,Tablet,50 MG
SAVELLA,Tablet,100 MG
SAVELLA,Tablet,25 MG
SAVELLA,Tablet,12.5 MG
SAVELLA,TAB DS PK,12.5-25-50
SAXENDA,PEN INJCTR,3 MG/0.5ML
SCALACORT,Lotion,2 %
SCALP RELIEF,Liquid,3 %
SCALP RELIEF,Solution,1 %
SCEMBLIX,Tablet,20 MG
SCEMBLIX,Tablet,40 MG
SCENESSE,IMPLANT,16 MG
SCOPOLAMINE,PATCH TD 3,1 MG/3 DAY
SCYTERA,Foam,2 %
SE-NATAL-19,Tablet,29 MG-1 MG
SEASONIQUE,TBDSPK 3MO,150-30(84)
SECUADO,Patch,3.8MG/24HR
SECUADO,Patch,5.7MG/24HR
SECUADO,Patch,7.6MG/24HR
SECURA ANTIFUNGAL,Cream (g),2 %
SEGLENTIS,Tablet,44 MG-56MG
SEGLUROMET,Tablet,7.5-1000MG
SEGLUROMET,Tablet,2.5-1000MG
SEGLUROMET,Tablet,2.5-500 MG
SEGLUROMET,Tablet,7.5-500 MG
SELECT-OB + DHA,COMBO. PKG,29-1-250MG
SELEGILINE HCL,Tablet,5 MG
SELEGILINE HCL,Capsule,5 MG
SELENIUM SULFIDE,Shampoo,2.25 %
SELENIUM SULFIDE,Shampoo,2.3 %
SELENIUM SULFIDE,Lotion,2.5 %
SELRX,Shampoo,2.25 %
SELRX,Shampoo,2.3 %
SELRX,Lotion,2.5 %
SELZENTRY,Tablet,300 MG
SELZENTRY,Tablet,150 MG
SEMGLEE (YFGN),INSULN PEN,100/ML (3)
SEMGLEE (YFGN),VIAL,100/ML
SEMGLEE (YFGN) PEN,INSULN PEN,100/ML (3)
SEMGLEE (YFGN) PEN,VIAL,100/ML
SEN-O-TAB,Tablet,8.6 MG
SENEXON-S,Tablet,8.6MG-50MG
SENNA,Tablet,8.6 MG
SENNA,SYRUP,8.8MG/5ML
SENNA,SYRUP,176MG/5ML
SENNA,Capsule,8.6 MG
SENNA PLUS,Tablet,8.6MG-50MG
SENNA PLUS,Capsule,8.6MG-50MG
SENNA-DOCUSATE SODIUM,Tablet,8.6MG-50MG
SENNA-S,Tablet,8.6MG-50MG
SENNOSIDES,Tablet,8.6 MG
SENNOSIDES-DOCUSATE SODIUM,Tablet,8.6MG-50MG
SENOKOT,Tablet,17.2MG
SENOKOT,Tablet,8.6 MG
SENOKOT-S,Tablet,8.6MG-50MG
SENSIPAR,Tablet,30 MG
SENSIPAR,Tablet,60 MG
SENSIPAR,Tablet,90 MG
SERNIVO,SPRAY/PUMP,0.05 %
SEROQUEL,Tablet,25 MG
SEROQUEL,Tablet,50 MG
SEROQUEL,Tablet,100 MG
SEROQUEL,Tablet,200 MG
SEROQUEL,Tablet,400 MG
SEROQUEL,Tablet,300 MG
SEROQUEL,Tablet,150 MG
SEROQUEL XR,Tablet ER 24H,50 MG
SEROQUEL XR,Tablet ER 24H,300 MG
SEROQUEL XR,Tablet ER 24H,200 MG
SEROQUEL XR,Tablet ER 24H,150 MG
SEROQUEL XR,Tablet ER 24H,400 MG
SEROSTIM,VIAL,4 MG
SEROSTIM,VIAL,6 MG
SEROSTIM,VIAL,5 MG
SERTRALINE HCL,Tablet,100 MG
SERTRALINE HCL,Tablet,50 MG
SERTRALINE HCL,Tablet,25 MG
SERTRALINE HCL,Capsule,150 MG
SERTRALINE HCL,Capsule,200 MG
SERTRALINE HCL,ORAL CONC,20 MG/ML
SETLAKIN,TBDSPK 3MO,0.15-0.03
SEVELAMER CARBONATE,Tablet,800 MG
SEVELAMER CARBONATE,POWD PACK,0.8 G
SEVELAMER CARBONATE,POWD PACK,2.4 G
SEVELAMER HCL,Tablet,800 MG
SEVELAMER HCL,Tablet,400 MG
SEVENFACT,VIAL,1 MG
SEVENFACT,VIAL,5 MG
SEVOFLURANE,Liquid,Not Applicable
SEYSARA,Tablet,60 MG
SEYSARA,Tablet,100 MG
SEYSARA,Tablet,150 MG
SF 5000 PLUS,Cream (g),1.1 %
SFROWASA,TABLET DR,1.2 G
SFROWASA,TABLET DR,800 MG
SFROWASA,SUPP.RECT,1000 MG
SFROWASA,ENEMA,4 G/60 ML
SFROWASA,ENEMA KIT,4 G/60 ML
SHAROBEL,Tablet,0.35 MG
SHINGRIX,Kit,50 MCG/0.5
SIKLOS,Tablet,100 MG
SIKLOS,Tablet,1000 MG
SILA III,Kit,"0.1%-4""X4"""
SILACE,SYRUP,60 MG/15ML
SILACE,Liquid,50 MG/5 ML
SILADRYL,Liquid,12.5MG/5ML
SILDENAFIL CITRATE,Tablet,100 MG
SILDENAFIL CITRATE,Tablet,20 MG
SILDENAFIL CITRATE,Tablet,50 MG
SILDENAFIL CITRATE,Tablet,25 MG
SILDENAFIL CITRATE,Oral Suspension,10 MG/ML
SILDENAFIL CITRATE,VIAL,10 MG/12.5
SILENOR,Capsule,10 MG
SILENOR,Capsule,25 MG
SILENOR,Capsule,50 MG
SILENOR,Capsule,100 MG
SILENOR,Capsule,75 MG
SILENOR,Capsule,150 MG
SILENOR,Tablet,3 MG
SILENOR,Tablet,6 MG
SILENOR,ORAL CONC,10 MG/ML
SILENOR,Cream (g),5 %
SILIQ,Syringe,210 MG/1.5
SILODOSIN,Capsule,8 MG
SILODOSIN,Capsule,4 MG
SILTUSSIN SA,Liquid,100 MG/5ML
SILVADENE,Cream (g),1 %
SILVER NITRATE,Solution,0.5 %
SILVER NITRATE,Solution,10 %
SILVER NITRATE,Solution,25 %
SILVER NITRATE,Solution,50 %
SILVER SULFADIAZINE,Cream (g),1 %
SIMBRINZA,Eye Dropper,1 %-0.2 %
SIMETHICONE,Chewable Tablet,80 MG
SIMETHICONE,Chewable Tablet,125 MG
SIMETHICONE,Capsule,180 MG
SIMETHICONE,Capsule,125 MG
SIMETHICONE,Eye Dropper,40MG/0.6ML
SIMLIYA,Tablet,21-5 (28)
SIMPESSE,TBDSPK 3MO,150-30(84)
SIMPONI,PEN INJCTR,50MG/0.5ML
SIMPONI,PEN INJCTR,100 MG/ML
SIMPONI,Syringe,50MG/0.5ML
SIMPONI,Syringe,100 MG/ML
SIMPONI ARIA,VIAL,50 MG/4 ML
SIMULECT,VIAL,20 MG
SIMULECT,VIAL,10 MG
SIMVASTATIN,Tablet,20 MG
SIMVASTATIN,Tablet,40 MG
SIMVASTATIN,Tablet,10 MG
SIMVASTATIN,Tablet,80 MG
SIMVASTATIN,Tablet,5 MG
SINEMET 10-100,Tablet,25MG-100MG
SINEMET 10-100,Tablet,25MG-250MG
SINEMET 10-100,Tablet,10MG-100MG
SINEMET 10-100,TAB RAPDIS,25MG-100MG
SINEMET 10-100,TAB RAPDIS,10MG-100MG
SINEMET 10-100,TAB RAPDIS,25MG-250MG
SINEMET 25-100,Tablet,25MG-100MG
SINEMET 25-100,Tablet,25MG-250MG
SINEMET 25-100,Tablet,10MG-100MG
SINEMET 25-100,TAB RAPDIS,25MG-100MG
SINEMET 25-100,TAB RAPDIS,10MG-100MG
SINEMET 25-100,TAB RAPDIS,25MG-250MG
SINGULAIR,Tablet,10 MG
SINGULAIR,Chewable Tablet,5 MG
SINGULAIR,Chewable Tablet,4 MG
SINGULAIR,GRAN PACK,4 MG
SINUTROL PE,Tablet,5-325-2MG
SINUVA,IMPLANT,1350 MCG
SIROLIMUS,Tablet,1 MG
SIROLIMUS,Tablet,2 MG
SIROLIMUS,Tablet,0.5 MG
SIROLIMUS,Solution,1 MG/ML
SIRTURO,Tablet,100 MG
SIRTURO,Tablet,20 MG
SITAVIG,MA BUC TAB,50 MG
SIVEXTRO,Tablet,200 MG
SIVEXTRO,VIAL,200 MG
SKIN TREATMENT,Lotion,12 %
SKIN TREATMENT,Cream (g),12 %
SKYADERM-LP,Cream (g),2.5 %-2.5%
SKYADERM-LP,Kit,2.5 %-2.5%
SKYLA,IUD,14MCG/24HR
SKYRIZI,Syringe,150 MG/ML
SKYRIZI,VIAL,600MG/10ML
SKYRIZI (2 SYRINGES) KIT,SYRINGEKIT,150MG/1.66
SKYRIZI ON-BODY,WEAR INJCT,360 MG/2.4
SKYRIZI ON-BODY,WEAR INJCT,180 MG/1.2
SKYRIZI PEN,PEN INJCTR,150 MG/ML
SKYSONA,PLAST. BAG,30X 10EXP6
SKYTROFA,CARTRIDGE,9.1 MG
SKYTROFA,CARTRIDGE,13.3 MG
SKYTROFA,CARTRIDGE,7.6 MG
SKYTROFA,CARTRIDGE,3 MG
SKYTROFA,CARTRIDGE,3.6 MG
SKYTROFA,CARTRIDGE,4.3 MG
SKYTROFA,CARTRIDGE,5.2 MG
SKYTROFA,CARTRIDGE,6.3 MG
SKYTROFA,CARTRIDGE,11 MG
SLOW RELEASE IRON,Tablet,140(45)MG
SLOW RELEASE IRON,Tablet,160(50) MG
SLOW RELEASE IRON,Tablet,142(45)MG
SLOW RELEASE IRON,Tablet,168(50) MG
SLOW RELEASE IRON,Tablet,143(45) MG
SLOW RELEASE IRON,Tablet,250(50) MG
SLOW RELEASE IRON,Tablet,144(45) MG
SLYND,Tablet,4 MG (28)
SOAANZ,Tablet,40 MG
SOAANZ,Tablet,60 MG
SOAANZ,Tablet,20 MG
SOD FERRIC GLUCONATE COMPLEX,VIAL,62.5MG/5ML
SOD SULF-POTASS SULF-MAG SULF,SOLN RECON,17.5-3.13G
SODIUM ACETATE,VIAL,2 MEQ/ML
SODIUM ACETATE,VIAL,4 MEQ/ML
SODIUM BICARBONATE,Tablet,650 MG
SODIUM BICARBONATE,Tablet,325 MG
SODIUM BICARBONATE,VIAL,1 MEQ/ML
SODIUM BICARBONATE,VIAL,0.5MEQ/ML
SODIUM BICARBONATE,Syringe,0.5MEQ/ML
SODIUM BICARBONATE,Syringe,0.9MEQ/ML
SODIUM BICARBONATE,Syringe,1 MEQ/ML
SODIUM BICARBONATE,Syringe,10MEQ/10ML
SODIUM CHLORIDE,TABLET SOL,1000 MG
SODIUM CHLORIDE,VIAL-NEB,0.9 %
SODIUM CHLORIDE,VIAL-NEB,3 %
SODIUM CHLORIDE,VIAL-NEB,7 %
SODIUM CHLORIDE,VIAL-NEB,10 %
SODIUM CHLORIDE,Drops,5 %
SODIUM CHLORIDE,IRRIG SOLN,0.9 %
SODIUM CHLORIDE,VIAL,0.9 %
SODIUM CHLORIDE,VIAL,4 MEQ/ML
SODIUM CHLORIDE,VIAL,2.5 MEQ/ML
SODIUM CHLORIDE,Ointment,5 %
SODIUM CHLORIDE,IV SOLN,0.9 %
SODIUM CHLORIDE,IV SOLN,3 %
SODIUM CHLORIDE,IV SOLN,0.45 %
SODIUM CHLORIDE,IV SOLN,5 %
SODIUM CHLORIDE,Syringe,0.9 %
SODIUM CHLORIDE,Syringe,4 MEQ/ML
SODIUM CHLORIDE,PGGYBK PRT,Not Applicable
SODIUM CHLORIDE,Solution,234 MG/ML
SODIUM CHLORIDE,PGY VL PRT,Not Applicable
SODIUM CHLORIDE,CARTRIDGE,0.9 %
SODIUM CITRATE-CITRIC ACID,Solution,334-500MG
SODIUM DIURIL,VIAL,500 MG
SODIUM EDECRIN,VIAL,50 MG
SODIUM FLUORIDE,PASTE (ML),1.1 %
SODIUM FLUORIDE,Gel,1.1 %
SODIUM FLUORIDE,Solution,0.2 %
SODIUM FLUORIDE,Drops,0.5 MG/ML
SODIUM FLUORIDE,Chewable Tablet,1MG(2.2MG)
SODIUM FLUORIDE,Chewable Tablet,0.5(1.1)MG
SODIUM FLUORIDE,Chewable Tablet,0.25(0.55)
SODIUM FLUORIDE,Cream (g),1.1 %
SODIUM FLUORIDE 5000 DRY MOUTH,PASTE (ML),1.1 %
SODIUM FLUORIDE 5000 DRY MOUTH,Gel,1.1 %
SODIUM FLUORIDE 5000 DRY MOUTH,Solution,0.2 %
SODIUM FLUORIDE 5000 DRY MOUTH,Drops,0.5 MG/ML
SODIUM FLUORIDE 5000 DRY MOUTH,Chewable Tablet,1MG(2.2MG)
SODIUM FLUORIDE 5000 DRY MOUTH,Chewable Tablet,0.5(1.1)MG
SODIUM FLUORIDE 5000 DRY MOUTH,Chewable Tablet,0.25(0.55)
SODIUM FLUORIDE 5000 DRY MOUTH,Cream (g),1.1 %
SODIUM FLUORIDE 5000 PLUS,Cream (g),1.1 %
SODIUM FLUORIDE ENAMEL PROTECT,PASTE (ML),1.1 %-5 %
SODIUM FLUORIDE SENSITIVE,PASTE (ML),1.1 %-5 %
SODIUM NITROPRUSSIDE,VIAL,25 MG/ML
SODIUM OXYBATE,Solution,500 MG/ML
SODIUM PHENYLBUTYRATE,Tablet,500 MG
SODIUM PHENYLBUTYRATE,Powder,0.94 G/G
SODIUM PHOSPHATE,VIAL,3MMOL/ML
SODIUM POLYSTYRENE SULFONATE,Powder,Not Applicable
SODIUM POLYSTYRENE SULFONATE,Oral Suspension,15 G/60 ML
SODIUM SULFACETAMIDE,CLEANSER,10 %
SODIUM SULFACETAMIDE,Shampoo,10 %
SODIUM SULFACETAMIDE,Shampoo,9.8 %
SODIUM SULFACETAMIDE,CLNSR GEL,10 %
SODIUM SULFACETAMIDE-SULFUR,CLEANSER,10-5%(W/W)
SODIUM SULFACETAMIDE-SULFUR,CLEANSER,9.8%-4.8%
SODIUM SULFACETAMIDE-SULFUR,CLEANSER,10%-5%-10%
SODIUM SULFACETAMIDE-SULFUR,CLEANSER,9 %-4.5 %
SODIUM SULFACETAMIDE-SULFUR,CLEANSER,9 %-4 %
SODIUM SULFACETAMIDE-SULFUR,CLEANSER,10 %-2 %
SODIUM SULFACETAMIDE-SULFUR,SUSPENSION,8 %-4 %
SODIUM SULFACETAMIDE-SULFUR,SUSPENSION,9 %-4.25 %
SODIUM SULFACETAMIDE-SULFUR,SUSPENSION,10-5%(W/W)
SODIUM SULFACETAMIDE-SULFUR,Lotion,10-5%(W/W)
SODIUM SULFACETAMIDE-SULFUR,Lotion,10-5%(W/V)
SODIUM SULFACETAMIDE-SULFUR,Lotion,9.8%-4.8%
SODIUM SULFACETAMIDE-SULFUR,Cream (g),10-5%(W/W)
SODIUM SULFACETAMIDE-SULFUR,Cream (g),9.8%-4.8%
SODIUM SULFACETAMIDE-SULFUR,Cream (g),10 %-2 %
SODIUM SULFACETAMIDE-SULFUR,MED. PAD,10 %-4 %
SODIUM SULFACETAMIDE-SULFUR,MED. PAD,9.8%-4.8%
SODIUM TETRADECYL SULFATE,VIAL,3 %
SODIUM THIOSULFATE,VIAL,12.5G/50ML
SODIUM THIOSULFATE-WATER,VIAL,12.5G/50ML
SODIUM-POTASSIUM-PHOSPHORUS,POWD PACK,280-250MG
SOFOSBUVIR-VELPATASVIR,Tablet,400-100 MG
SOLARCAINE COOL ALOE,SPRAY,0.5 %
SOLIFENACIN SUCCINATE,Tablet,5 MG
SOLIFENACIN SUCCINATE,Tablet,10 MG
SOLIQUA 100-33,INSULN PEN,100-33/ML
SOLIRIS,VIAL,300MG/30ML
SOLODYN,Tablet ER 24H,65 MG
SOLODYN,Tablet ER 24H,90 MG
SOLODYN,Tablet ER 24H,45 MG
SOLODYN,Tablet ER 24H,115MG
SOLODYN,Tablet ER 24H,80 MG
SOLODYN,Tablet ER 24H,55 MG
SOLODYN,Tablet ER 24H,135 MG
SOLODYN,Tablet ER 24H,105 MG
SOLOSEC,GRANDR PKT,2 G
SOLTAMOX,Solution,20 MG/10ML
SOLU-CORTEF,VIAL,100 MG/2ML
SOLU-CORTEF,VIAL,100 MG
SOLU-CORTEF,VIAL,250 MG/2ML
SOLU-CORTEF,VIAL,500 MG/4ML
SOLU-CORTEF,VIAL,1000MG/8ML
SOLU-MEDROL,VIAL,125 MG/2ML
SOLU-MEDROL,VIAL,40 MG/ML
SOLU-MEDROL,VIAL,2 G
SOLU-MEDROL,VIAL,500 MG
SOLU-MEDROL,VIAL,500 MG/4ML
SOLU-MEDROL,VIAL,1000MG/8ML
